timestamp,client_ip,request_uri,method,status_code,message
2025-01-02T06:07:22 Z,169.243.56.160,/rest/product/1/reviews,DELETE,404,Command Injection Detected
2025-01-01T02:03:54 Z,219.146.207.20,/rest/product/1/reviews,PUT,400,SQL Injection Detected
2025-01-01T16:51:15 Z,55.141.241.9,/rest/order/checkout,PUT,404,XSS Attack Detected
2025-01-01T08:01:31 Z,136.206.145.161,/rest/user/register,GET,400,Command Injection Detected
2025-01-02T03:12:57 Z,25.83.40.195,/rest/user/login,GET,200,CSRF Attack Detected
2025-01-02T21:02:02 Z,164.167.6.234,/rest/order/checkout,POST,404,CSRF Attack Detected
2025-01-01T20:24:59 Z,212.76.199.92,/rest/user/login,PUT,200,SQL Injection Detected
2025-01-02T07:37:49 Z,242.102.32.103,/rest/user/register,DELETE,200,SQL Injection Detected
2025-01-02T11:54:33 Z,69.123.63.173,/rest/user/register,PUT,200,CSRF Attack Detected
2025-01-01T17:24:32 Z,41.146.206.49,/rest/user/login,GET,200,CSRF Attack Detected
2025-01-02T03:43:34 Z,39.15.61.57,/rest/user/login,POST,500,CSRF Attack Detected
2025-01-02T19:39:16 Z,175.112.7.212,/rest/product/1/reviews,PUT,200,CSRF Attack Detected
2025-01-01T19:06:31 Z,29.135.139.212,/rest/user/login,PUT,500,CSRF Attack Detected
2025-01-01T03:09:19 Z,251.187.239.80,/rest/product/1/reviews,PUT,400,XSS Attack Detected
2025-01-02T02:40:03 Z,227.247.176.65,/rest/user/login,PUT,400,Command Injection Detected
2025-01-01T23:29:07 Z,183.161.234.186,/rest/user/login,GET,200,XSS Attack Detected
2025-01-02T10:45:55 Z,85.48.244.17,/rest/user/register,DELETE,200,SQL Injection Detected
2025-01-02T16:38:11 Z,223.191.120.186,/rest/user/register,POST,200,SQL Injection Detected
2025-01-01T08:59:49 Z,72.12.10.188,/rest/order/checkout,POST,500,XSS Attack Detected
2025-01-02T00:06:42 Z,95.69.51.98,/rest/order/checkout,DELETE,200,Command Injection Detected
2025-01-02T18:57:33 Z,7.64.73.88,/rest/user/login,GET,404,SQL Injection Detected
2025-01-01T23:21:04 Z,143.159.165.83,/rest/user/register,GET,404,CSRF Attack Detected
2025-01-01T11:20:52 Z,14.125.17.160,/rest/product/1/reviews,POST,500,Command Injection Detected
2025-01-01T18:03:21 Z,197.253.28.23,/rest/user/register,GET,400,CSRF Attack Detected
2025-01-02T09:04:07 Z,90.169.191.92,/rest/user/login,PUT,404,Command Injection Detected
2025-01-02T08:17:24 Z,155.95.216.190,/rest/product/1/reviews,DELETE,404,CSRF Attack Detected
2025-01-01T20:41:05 Z,16.221.27.188,/rest/user/login,GET,404,XSS Attack Detected
2025-01-02T06:13:56 Z,250.37.7.62,/rest/user/register,GET,200,Command Injection Detected
2025-01-01T02:56:26 Z,64.245.180.249,/rest/user/register,DELETE,400,SQL Injection Detected
2025-01-01T14:57:11 Z,34.201.52.105,/rest/user/login,GET,500,Command Injection Detected
2025-01-01T09:20:22 Z,85.152.165.135,/rest/user/register,PUT,404,CSRF Attack Detected
2025-01-02T11:25:34 Z,133.34.183.53,/rest/user/register,DELETE,500,CSRF Attack Detected
2025-01-01T09:19:56 Z,80.35.213.161,/rest/user/register,PUT,400,SQL Injection Detected
2025-01-02T01:14:24 Z,2.122.124.198,/rest/user/register,POST,200,CSRF Attack Detected
2025-01-02T23:20:54 Z,137.251.93.131,/rest/product/1/reviews,PUT,404,SQL Injection Detected
2025-01-01T17:47:47 Z,74.201.67.135,/rest/product/1/reviews,GET,500,SQL Injection Detected
2025-01-01T01:46:21 Z,126.225.131.130,/rest/order/checkout,POST,200,Command Injection Detected
2025-01-01T00:28:36 Z,110.195.210.213,/rest/user/login,GET,200,Command Injection Detected
2025-01-02T03:13:03 Z,1.219.203.181,/rest/product/1/reviews,DELETE,400,SQL Injection Detected
2025-01-01T08:52:50 Z,148.234.237.244,/rest/product/1/reviews,GET,200,XSS Attack Detected
2025-01-02T10:04:36 Z,248.230.252.188,/rest/order/checkout,GET,200,SQL Injection Detected
2025-01-02T04:34:32 Z,197.230.163.219,/rest/user/register,DELETE,500,CSRF Attack Detected
2025-01-01T07:20:40 Z,121.2.71.202,/rest/order/checkout,GET,400,SQL Injection Detected
2025-01-02T12:28:15 Z,92.205.211.232,/rest/order/checkout,GET,500,Command Injection Detected
2025-01-01T01:07:37 Z,101.255.1.149,/rest/user/login,POST,400,CSRF Attack Detected
2025-01-02T07:00:17 Z,4.205.97.218,/rest/user/register,POST,400,CSRF Attack Detected
2025-01-02T02:23:14 Z,195.77.152.67,/rest/user/login,POST,404,SQL Injection Detected
2025-01-01T00:12:14 Z,191.21.32.104,/rest/order/checkout,DELETE,500,SQL Injection Detected
2025-01-02T03:07:43 Z,193.140.29.58,/rest/product/1/reviews,DELETE,404,XSS Attack Detected
2025-01-01T16:59:33 Z,99.208.92.75,/rest/order/checkout,PUT,404,SQL Injection Detected
2025-01-02T04:42:57 Z,38.134.75.123,/rest/user/register,DELETE,500,Command Injection Detected
2025-01-02T10:19:27 Z,125.27.6.218,/rest/product/1/reviews,POST,200,CSRF Attack Detected
2025-01-01T00:15:08 Z,19.45.158.157,/rest/user/login,POST,404,XSS Attack Detected
2025-01-02T18:55:45 Z,68.171.137.67,/rest/user/login,POST,200,Command Injection Detected
2025-01-02T11:43:31 Z,179.157.10.27,/rest/user/login,PUT,404,SQL Injection Detected
2025-01-01T14:26:12 Z,144.184.166.117,/rest/order/checkout,GET,404,SQL Injection Detected
2025-01-02T18:27:14 Z,120.92.143.190,/rest/user/register,POST,400,CSRF Attack Detected
2025-01-02T13:56:03 Z,157.212.90.23,/rest/order/checkout,PUT,200,XSS Attack Detected
2025-01-01T04:55:18 Z,54.83.26.165,/rest/product/1/reviews,GET,200,Command Injection Detected
2025-01-02T16:14:21 Z,136.215.67.162,/rest/product/1/reviews,POST,200,SQL Injection Detected
2025-01-02T08:08:50 Z,39.79.8.65,/rest/product/1/reviews,POST,404,SQL Injection Detected
2025-01-02T16:39:10 Z,88.235.229.161,/rest/product/1/reviews,PUT,500,XSS Attack Detected
2025-01-02T17:56:37 Z,54.87.16.19,/rest/product/1/reviews,POST,500,CSRF Attack Detected
2025-01-02T04:09:50 Z,56.157.223.182,/rest/user/login,DELETE,404,CSRF Attack Detected
2025-01-02T09:06:57 Z,50.117.221.101,/rest/user/register,DELETE,200,XSS Attack Detected
2025-01-02T01:12:14 Z,4.167.232.221,/rest/product/1/reviews,DELETE,200,XSS Attack Detected
2025-01-02T11:30:17 Z,158.182.180.193,/rest/order/checkout,GET,200,Command Injection Detected
2025-01-01T10:44:58 Z,119.219.29.134,/rest/order/checkout,POST,500,CSRF Attack Detected
2025-01-01T12:06:21 Z,121.132.22.83,/rest/user/register,PUT,404,CSRF Attack Detected
2025-01-02T22:27:40 Z,217.85.240.76,/rest/user/login,PUT,200,XSS Attack Detected
2025-01-02T19:31:32 Z,71.6.105.250,/rest/user/register,GET,400,CSRF Attack Detected
2025-01-01T09:27:57 Z,2.37.174.62,/rest/product/1/reviews,DELETE,200,Command Injection Detected
2025-01-02T23:44:36 Z,216.52.93.79,/rest/user/register,POST,404,SQL Injection Detected
2025-01-01T03:47:21 Z,152.139.31.85,/rest/product/1/reviews,DELETE,404,XSS Attack Detected
2025-01-02T11:36:21 Z,87.220.154.0,/rest/user/login,GET,404,CSRF Attack Detected
2025-01-02T18:32:35 Z,48.30.239.206,/rest/product/1/reviews,PUT,404,SQL Injection Detected
2025-01-01T14:32:02 Z,134.96.63.194,/rest/order/checkout,DELETE,200,CSRF Attack Detected
2025-01-02T03:52:31 Z,156.150.190.3,/rest/product/1/reviews,POST,404,XSS Attack Detected
2025-01-01T13:54:30 Z,178.0.143.170,/rest/user/register,DELETE,400,SQL Injection Detected
2025-01-01T05:05:58 Z,212.105.152.117,/rest/product/1/reviews,DELETE,404,CSRF Attack Detected
2025-01-01T10:49:36 Z,158.138.37.207,/rest/product/1/reviews,POST,404,CSRF Attack Detected
2025-01-02T09:06:48 Z,84.177.43.2,/rest/order/checkout,DELETE,400,CSRF Attack Detected
2025-01-02T07:26:37 Z,3.145.229.191,/rest/user/register,DELETE,200,SQL Injection Detected
2025-01-02T14:09:21 Z,117.127.167.74,/rest/order/checkout,DELETE,200,SQL Injection Detected
2025-01-01T06:21:44 Z,211.10.248.120,/rest/user/register,POST,400,XSS Attack Detected
2025-01-01T08:32:26 Z,89.104.255.139,/rest/product/1/reviews,POST,400,CSRF Attack Detected
2025-01-01T20:52:07 Z,224.23.105.64,/rest/product/1/reviews,DELETE,400,Command Injection Detected
2025-01-01T07:32:22 Z,231.5.248.122,/rest/product/1/reviews,GET,500,CSRF Attack Detected
2025-01-01T03:23:49 Z,23.233.109.18,/rest/user/login,GET,500,XSS Attack Detected
2025-01-02T14:36:07 Z,57.90.28.63,/rest/order/checkout,GET,200,SQL Injection Detected
2025-01-02T20:20:25 Z,179.225.230.96,/rest/user/register,POST,400,Command Injection Detected
2025-01-01T16:13:51 Z,252.102.110.56,/rest/user/register,PUT,400,SQL Injection Detected
2025-01-01T03:33:29 Z,237.84.101.100,/rest/product/1/reviews,GET,400,CSRF Attack Detected
2025-01-01T23:31:19 Z,79.141.155.170,/rest/order/checkout,GET,400,Command Injection Detected
2025-01-02T16:57:10 Z,25.248.52.90,/rest/user/login,GET,400,Command Injection Detected
2025-01-02T01:06:41 Z,10.207.90.202,/rest/order/checkout,POST,404,Command Injection Detected
2025-01-02T02:08:14 Z,251.230.51.128,/rest/user/login,GET,500,CSRF Attack Detected
2025-01-01T04:03:23 Z,99.43.207.159,/rest/user/register,PUT,400,XSS Attack Detected
2025-01-01T03:31:44 Z,213.93.194.64,/rest/product/1/reviews,POST,500,CSRF Attack Detected
2025-01-02T06:32:02 Z,185.160.75.12,/rest/order/checkout,DELETE,404,CSRF Attack Detected
2025-01-02T16:42:12 Z,112.57.175.25,/rest/user/register,PUT,404,SQL Injection Detected
2025-01-02T10:39:03 Z,160.104.245.133,/rest/user/register,DELETE,200,XSS Attack Detected
2025-01-02T14:46:54 Z,244.7.225.152,/rest/user/register,GET,500,XSS Attack Detected
2025-01-01T21:08:46 Z,200.182.144.37,/rest/user/login,POST,404,SQL Injection Detected
2025-01-02T18:34:31 Z,219.72.12.71,/rest/order/checkout,DELETE,500,XSS Attack Detected
2025-01-01T13:04:12 Z,220.174.228.0,/rest/user/login,GET,404,CSRF Attack Detected
2025-01-01T04:34:07 Z,111.221.26.9,/rest/user/login,PUT,400,XSS Attack Detected
2025-01-01T14:47:41 Z,218.85.231.121,/rest/user/register,DELETE,404,CSRF Attack Detected
2025-01-01T11:03:38 Z,17.16.202.123,/rest/user/login,PUT,500,CSRF Attack Detected
2025-01-01T22:07:42 Z,88.63.129.165,/rest/user/register,DELETE,400,SQL Injection Detected
2025-01-01T05:29:28 Z,49.83.211.181,/rest/user/login,POST,404,SQL Injection Detected
2025-01-01T16:02:33 Z,10.165.155.55,/rest/user/register,GET,404,XSS Attack Detected
2025-01-01T22:20:20 Z,128.1.21.157,/rest/user/register,DELETE,400,XSS Attack Detected
2025-01-02T22:35:50 Z,209.197.80.206,/rest/order/checkout,DELETE,200,SQL Injection Detected
2025-01-01T05:12:56 Z,152.41.9.84,/rest/product/1/reviews,PUT,500,SQL Injection Detected
2025-01-02T22:19:05 Z,183.104.30.146,/rest/product/1/reviews,DELETE,200,XSS Attack Detected
2025-01-01T06:03:45 Z,113.127.119.4,/rest/product/1/reviews,PUT,200,Command Injection Detected
2025-01-02T03:56:30 Z,202.144.242.2,/rest/product/1/reviews,DELETE,400,CSRF Attack Detected
2025-01-01T12:07:41 Z,122.82.10.17,/rest/user/register,GET,200,XSS Attack Detected
2025-01-01T08:38:48 Z,191.48.235.214,/rest/order/checkout,POST,400,SQL Injection Detected
2025-01-02T14:53:21 Z,84.111.38.156,/rest/order/checkout,GET,200,Command Injection Detected
2025-01-02T05:15:48 Z,191.97.104.62,/rest/product/1/reviews,GET,404,XSS Attack Detected
2025-01-01T21:34:03 Z,25.186.86.184,/rest/user/login,DELETE,404,Command Injection Detected
2025-01-02T05:23:16 Z,136.220.91.3,/rest/user/register,DELETE,400,XSS Attack Detected
2025-01-02T14:31:25 Z,176.10.244.155,/rest/order/checkout,PUT,500,XSS Attack Detected
2025-01-02T04:00:42 Z,76.161.63.200,/rest/order/checkout,PUT,400,XSS Attack Detected
2025-01-01T03:19:21 Z,237.140.39.196,/rest/order/checkout,DELETE,500,XSS Attack Detected
2025-01-01T12:20:45 Z,93.5.158.25,/rest/product/1/reviews,GET,400,SQL Injection Detected
2025-01-02T03:25:36 Z,169.184.179.105,/rest/user/register,GET,200,CSRF Attack Detected
2025-01-01T08:05:31 Z,57.230.155.145,/rest/order/checkout,DELETE,404,Command Injection Detected
2025-01-01T21:00:06 Z,194.199.188.182,/rest/user/register,GET,500,XSS Attack Detected
2025-01-02T14:42:55 Z,91.49.80.205,/rest/user/register,PUT,500,CSRF Attack Detected
2025-01-02T07:38:48 Z,158.87.143.229,/rest/user/login,GET,200,SQL Injection Detected
2025-01-01T06:36:31 Z,81.235.121.129,/rest/product/1/reviews,PUT,500,XSS Attack Detected
2025-01-02T18:49:50 Z,161.176.148.107,/rest/order/checkout,DELETE,404,XSS Attack Detected
2025-01-02T16:24:35 Z,3.145.235.115,/rest/order/checkout,PUT,404,SQL Injection Detected
2025-01-02T04:47:08 Z,95.65.117.1,/rest/product/1/reviews,POST,200,SQL Injection Detected
2025-01-02T00:29:50 Z,237.132.140.11,/rest/order/checkout,PUT,500,CSRF Attack Detected
2025-01-01T12:39:01 Z,247.111.222.20,/rest/product/1/reviews,PUT,500,Command Injection Detected
2025-01-02T23:34:34 Z,171.125.52.141,/rest/product/1/reviews,PUT,200,SQL Injection Detected
2025-01-01T04:53:58 Z,56.109.229.0,/rest/user/login,POST,500,SQL Injection Detected
2025-01-02T18:21:49 Z,110.175.140.224,/rest/order/checkout,GET,400,SQL Injection Detected
2025-01-02T02:07:52 Z,236.165.28.203,/rest/user/login,POST,400,SQL Injection Detected
2025-01-02T10:19:59 Z,197.176.204.135,/rest/order/checkout,DELETE,400,Command Injection Detected
2025-01-01T18:44:07 Z,181.114.106.19,/rest/user/login,PUT,404,Command Injection Detected
2025-01-02T09:46:50 Z,48.151.85.162,/rest/order/checkout,DELETE,404,XSS Attack Detected
2025-01-01T13:08:28 Z,17.159.134.77,/rest/order/checkout,DELETE,400,SQL Injection Detected
2025-01-01T10:57:30 Z,51.224.239.147,/rest/product/1/reviews,GET,200,SQL Injection Detected
2025-01-01T17:41:00 Z,174.148.142.45,/rest/order/checkout,PUT,200,CSRF Attack Detected
2025-01-02T09:51:11 Z,227.55.92.225,/rest/product/1/reviews,DELETE,500,Command Injection Detected
2025-01-02T08:50:45 Z,186.250.236.221,/rest/user/register,PUT,400,CSRF Attack Detected
2025-01-01T19:04:34 Z,252.242.171.89,/rest/order/checkout,GET,404,XSS Attack Detected
2025-01-01T02:06:39 Z,22.142.255.176,/rest/order/checkout,GET,200,CSRF Attack Detected
2025-01-01T04:35:39 Z,39.236.231.51,/rest/order/checkout,POST,200,Command Injection Detected
2025-01-02T16:59:04 Z,209.180.179.191,/rest/order/checkout,PUT,404,Command Injection Detected
2025-01-01T11:24:56 Z,64.164.102.118,/rest/user/login,GET,404,Command Injection Detected
2025-01-02T20:18:28 Z,10.249.184.68,/rest/user/register,POST,404,CSRF Attack Detected
2025-01-02T07:15:44 Z,218.77.21.11,/rest/user/login,DELETE,404,SQL Injection Detected
2025-01-01T21:43:21 Z,27.168.35.126,/rest/user/register,GET,404,SQL Injection Detected
2025-01-02T17:45:31 Z,161.7.116.80,/rest/user/login,POST,500,Command Injection Detected
2025-01-01T04:12:39 Z,202.66.161.202,/rest/order/checkout,DELETE,400,CSRF Attack Detected
2025-01-01T17:36:20 Z,82.240.143.33,/rest/user/register,DELETE,400,SQL Injection Detected
2025-01-01T06:46:26 Z,187.33.46.253,/rest/user/register,GET,500,SQL Injection Detected
2025-01-01T21:51:19 Z,89.127.208.249,/rest/product/1/reviews,GET,404,XSS Attack Detected
2025-01-02T01:22:35 Z,151.123.68.152,/rest/user/login,POST,500,XSS Attack Detected
2025-01-01T10:48:36 Z,62.60.62.242,/rest/order/checkout,GET,200,Command Injection Detected
2025-01-02T14:31:42 Z,102.85.35.210,/rest/user/register,DELETE,200,SQL Injection Detected
2025-01-02T17:36:43 Z,128.164.84.99,/rest/product/1/reviews,POST,404,CSRF Attack Detected
2025-01-01T15:48:22 Z,109.181.34.85,/rest/user/register,PUT,200,SQL Injection Detected
2025-01-02T16:20:55 Z,82.237.63.162,/rest/user/login,POST,404,XSS Attack Detected
2025-01-02T03:04:46 Z,198.116.211.247,/rest/product/1/reviews,DELETE,404,SQL Injection Detected
2025-01-01T16:40:54 Z,123.55.13.243,/rest/user/register,PUT,500,Command Injection Detected
2025-01-01T11:32:58 Z,178.247.2.11,/rest/user/login,DELETE,404,XSS Attack Detected
2025-01-01T08:33:52 Z,208.45.232.194,/rest/user/register,GET,400,SQL Injection Detected
2025-01-02T23:22:28 Z,130.4.28.75,/rest/product/1/reviews,PUT,500,Command Injection Detected
2025-01-01T22:20:36 Z,229.218.48.171,/rest/user/login,PUT,404,SQL Injection Detected
2025-01-02T12:37:51 Z,17.53.83.65,/rest/user/register,POST,200,XSS Attack Detected
2025-01-02T19:37:26 Z,244.36.4.168,/rest/user/login,PUT,400,Command Injection Detected
2025-01-01T04:08:28 Z,206.30.5.192,/rest/user/register,DELETE,200,SQL Injection Detected
2025-01-01T18:30:04 Z,155.220.53.173,/rest/user/register,DELETE,500,XSS Attack Detected
2025-01-01T22:39:33 Z,3.5.145.192,/rest/user/login,PUT,400,Command Injection Detected
2025-01-02T04:36:59 Z,115.32.17.223,/rest/product/1/reviews,DELETE,404,SQL Injection Detected
2025-01-01T19:11:54 Z,4.9.169.181,/rest/product/1/reviews,POST,500,Command Injection Detected
2025-01-01T08:39:59 Z,168.112.38.75,/rest/user/register,DELETE,500,XSS Attack Detected
2025-01-02T14:13:33 Z,64.237.38.249,/rest/product/1/reviews,GET,200,SQL Injection Detected
2025-01-02T11:48:18 Z,63.56.110.156,/rest/user/login,DELETE,500,SQL Injection Detected
2025-01-01T04:53:51 Z,92.152.152.149,/rest/user/register,GET,500,SQL Injection Detected
2025-01-02T11:36:30 Z,56.120.48.205,/rest/order/checkout,GET,400,SQL Injection Detected
2025-01-01T13:23:42 Z,108.216.75.89,/rest/user/register,PUT,404,XSS Attack Detected
2025-01-02T03:16:27 Z,120.87.67.54,/rest/user/register,POST,500,XSS Attack Detected
2025-01-02T20:59:26 Z,73.69.43.14,/rest/user/register,GET,400,XSS Attack Detected
2025-01-02T05:17:59 Z,13.159.119.38,/rest/user/register,POST,400,CSRF Attack Detected
2025-01-01T12:46:19 Z,31.94.38.130,/rest/product/1/reviews,PUT,500,XSS Attack Detected
2025-01-01T17:57:10 Z,77.14.205.213,/rest/user/register,PUT,404,SQL Injection Detected
2025-01-02T00:03:57 Z,155.112.230.62,/rest/user/login,DELETE,200,CSRF Attack Detected
2025-01-01T17:56:38 Z,184.85.194.222,/rest/product/1/reviews,PUT,200,SQL Injection Detected
2025-01-01T23:32:35 Z,241.4.198.150,/rest/product/1/reviews,PUT,200,XSS Attack Detected
2025-01-02T09:04:54 Z,227.254.193.183,/rest/user/login,GET,400,XSS Attack Detected
2025-01-01T09:06:20 Z,142.83.162.32,/rest/order/checkout,POST,500,CSRF Attack Detected
2025-01-01T07:05:46 Z,11.121.209.24,/rest/product/1/reviews,DELETE,404,CSRF Attack Detected
2025-01-01T23:07:54 Z,34.137.21.8,/rest/user/login,GET,200,XSS Attack Detected
2025-01-02T23:12:59 Z,102.174.27.180,/rest/product/1/reviews,PUT,500,SQL Injection Detected
2025-01-01T04:34:57 Z,181.200.131.198,/rest/product/1/reviews,GET,200,XSS Attack Detected
2025-01-01T19:18:26 Z,162.80.140.137,/rest/product/1/reviews,POST,400,CSRF Attack Detected
2025-01-02T04:21:02 Z,248.254.222.170,/rest/order/checkout,PUT,500,CSRF Attack Detected
2025-01-02T12:23:20 Z,220.159.139.155,/rest/product/1/reviews,GET,404,Command Injection Detected
2025-01-01T07:27:53 Z,248.222.147.123,/rest/product/1/reviews,POST,200,CSRF Attack Detected
2025-01-02T23:29:10 Z,131.28.66.92,/rest/user/login,DELETE,400,CSRF Attack Detected
2025-01-01T22:45:07 Z,33.242.246.165,/rest/order/checkout,GET,400,SQL Injection Detected
2025-01-02T03:14:23 Z,6.233.202.21,/rest/order/checkout,DELETE,400,CSRF Attack Detected
2025-01-01T15:11:05 Z,168.22.103.97,/rest/user/login,POST,400,Command Injection Detected
2025-01-02T20:46:02 Z,254.89.86.188,/rest/user/login,PUT,404,XSS Attack Detected
2025-01-01T16:36:43 Z,221.33.121.227,/rest/user/login,PUT,200,SQL Injection Detected
2025-01-01T06:12:45 Z,48.212.151.188,/rest/order/checkout,PUT,404,CSRF Attack Detected
2025-01-02T11:26:03 Z,33.176.126.131,/rest/order/checkout,PUT,404,SQL Injection Detected
2025-01-01T20:35:08 Z,80.44.149.237,/rest/order/checkout,GET,500,Command Injection Detected
2025-01-02T22:17:13 Z,233.159.32.200,/rest/user/register,POST,200,Command Injection Detected
2025-01-02T21:13:26 Z,31.174.209.151,/rest/user/register,DELETE,404,SQL Injection Detected
2025-01-02T15:46:38 Z,0.112.150.207,/rest/product/1/reviews,PUT,500,CSRF Attack Detected
2025-01-02T17:37:39 Z,10.213.32.136,/rest/order/checkout,GET,404,CSRF Attack Detected
2025-01-02T13:44:03 Z,191.54.63.201,/rest/order/checkout,GET,200,Command Injection Detected
2025-01-01T19:49:48 Z,34.132.251.56,/rest/user/login,PUT,200,XSS Attack Detected
2025-01-01T12:04:54 Z,212.51.198.111,/rest/user/register,POST,400,SQL Injection Detected
2025-01-01T00:57:50 Z,113.192.82.97,/rest/user/login,GET,400,CSRF Attack Detected
2025-01-01T20:31:57 Z,146.252.110.163,/rest/order/checkout,DELETE,400,Command Injection Detected
2025-01-01T18:15:42 Z,75.234.221.223,/rest/user/login,PUT,400,CSRF Attack Detected
2025-01-01T11:23:56 Z,232.227.34.40,/rest/order/checkout,GET,400,CSRF Attack Detected
2025-01-02T04:37:35 Z,84.119.113.147,/rest/product/1/reviews,DELETE,400,CSRF Attack Detected
2025-01-02T18:43:51 Z,55.73.47.95,/rest/product/1/reviews,PUT,500,SQL Injection Detected
2025-01-01T15:21:03 Z,228.71.179.64,/rest/order/checkout,GET,500,Command Injection Detected
2025-01-02T13:53:26 Z,189.114.45.133,/rest/user/login,POST,200,Command Injection Detected
2025-01-01T17:59:12 Z,147.75.175.200,/rest/product/1/reviews,DELETE,404,XSS Attack Detected
2025-01-02T10:27:34 Z,60.73.32.219,/rest/order/checkout,POST,404,SQL Injection Detected
2025-01-02T08:25:51 Z,129.41.95.254,/rest/user/login,POST,404,XSS Attack Detected
2025-01-01T00:29:14 Z,236.185.80.225,/rest/user/register,POST,400,XSS Attack Detected
2025-01-02T11:02:57 Z,122.0.163.244,/rest/user/login,PUT,404,CSRF Attack Detected
2025-01-02T08:58:49 Z,247.46.251.54,/rest/user/login,POST,200,Command Injection Detected
2025-01-01T06:55:51 Z,110.222.144.13,/rest/user/login,POST,200,CSRF Attack Detected
2025-01-02T07:05:13 Z,234.135.248.158,/rest/order/checkout,DELETE,404,CSRF Attack Detected
2025-01-02T02:16:02 Z,92.142.250.255,/rest/order/checkout,DELETE,200,XSS Attack Detected
2025-01-01T12:13:49 Z,166.4.38.231,/rest/user/login,DELETE,200,SQL Injection Detected
2025-01-02T03:21:32 Z,159.28.181.210,/rest/user/login,PUT,200,Command Injection Detected
2025-01-01T16:10:40 Z,178.99.236.166,/rest/product/1/reviews,DELETE,200,CSRF Attack Detected
2025-01-02T16:13:25 Z,244.201.84.220,/rest/user/login,DELETE,500,CSRF Attack Detected
2025-01-02T21:31:02 Z,151.44.9.233,/rest/user/register,PUT,200,Command Injection Detected
2025-01-01T14:27:59 Z,117.107.100.242,/rest/user/login,PUT,400,CSRF Attack Detected
2025-01-01T03:41:17 Z,215.169.113.226,/rest/user/login,GET,500,Command Injection Detected
